370,312,665,310,665,331,370,333,UNIHAKKA INTERNATIONAL SDN BHD
463,333,574,333,574,349,463,349,22 Mar 2018 18:24
483,343,558,347,557,370,482,366,(867388-U)
391,366,646,366,646,387,391,387,12, Jalan Tampoi 7/4,Kawasan Perindustran
421,384,616,384,616,404,421,404,Tampoi,81200 Johor Bahru,Johor
477,403,561,403,561,419,477,419,TAXINVOICE
362,420,542,420,542,436,362,436,Invoice#QR18032202170428
358,444,391,444,391,462,358,462,Item
460,444,487,444,487,462,460,462,Qty
646,442,680,442,680,462,646,462,Total
352,462,569,463,569,486,352,484,SR 100100000035-1Meat +3 Vege
360,485,395,485,395,503,360,503,$7.10
643,480,681,485,678,505,641,501,$7.10
358,511,556,511,556,532,358,532,SR 00100000064-Add Vegetable
360,533,397,533,397,551,360,551,$0.50
460,533,472,533,472,549,460,549,1
643,528,681,532,678,553,641,549,$0.50
562,563,678,563,678,581,562,581,Total Amount:$7.60
577,581,680,581,680,598,577,598,GST @6%$0.43
583,600,680,600,680,616,583,616,Nett Total:$7.60
358,626,448,626,448,643,358,643,Payment Mode
631,619,680,623,679,645,629,641,Amount
357,646,402,646,402,664,357,664,CASH
641,645,680,645,680,662,641,662,$7.60
358,660,412,664,410,687,356,682,Change
643,662,680,662,680,681,643,681,$0.00
359,705,436,710,435,728,358,722,GST Summary
524,708,577,708,577,726,524,726,Amount{$}
644,705,682,709,680,726,642,722,Tax($)
357,726,439,729,438,747,357,743,SRGST6%
551,727,579,727,579,745,551,745,7.17
652,727,680,727,680,745,652,745,0.43
442,756,596,756,596,772,442,772,GSTREG #000656195584
415,772,624,772,624,793,415,793,BAR WANG RICE@PERMAS JAYA
447,789,590,789,590,810,447,810,Price nclusive Of GST)
444,810,591,810,591,826,444,826,Thank You&Come Again
424,826,609,826,609,842,424,842,Like and Follow Us on Facebook
434,844,603,844,603,864,434,864,Facebook.com/BarWangRice
