1669,378,3061,378,3061,468,1669,468,De Maximum Thai Express Sdn Bhd
2189,474,2546,491,2541,589,2184,572,1241045-D
1827,587,2903,587,2903,678,1827,678,Blk 2, Unit G1 & G2, Bestari Terrace,
1882,692,2841,692,2841,762,1882,762,Lot PTD 182908 & PTD 143216.
1737,769,2978,762,2979,881,1738,888,Jalan Danga, Taman Nusa Bestari, 8 1300
2648,1042,2758,1042,2758,1182,2648,1182,6
1620,1056,2288,1048,2290,1153,1621,1161,tax invoice no
1620,1182,1827,1182,1827,1286,1620,1286,6485
1606,1315,2557,1300,2559,1398,1607,1413,Date: 17/05/2018 10:54:21 PM
1613,1426,2124,1426,2124,1524,1613,1524,Cashier: s201
1620,1531,2082,1531,2082,1608,1620,1608,Waiter: ANJO
2365,1615,2675,1615,2675,1713,2365,1713,Unit Price
2779,1622,3054,1622,3054,1699,2779,1699,Total RM
1634,1636,2131,1636,2131,1713,1634,1713,Qty Cade/Desc
1662,1762,1937,1762,1937,1860,1662,1860,2 D15
2524,1755,2689,1755,2689,1860,2524,1860,8.90
2882,1755,3096,1755,3096,1853,2882,1853,17.80
1786,1867,2262,1867,2262,1965,1786,1965,THAI ICE TEA
2503,1951,2682,1951,2682,2035,2503,2035,12.90
2882,1944,3089,1944,3089,2042,2882,2042,12.90
1786,1965,1965,1965,1965,2042,1786,2042,FR01
1682,1979,1731,1979,1731,2028,1682,2028,1
1779,2056,2565,2056,2565,2153,1779,2153, BELACAN FRIED RICE
1615,2173,2097,2189,2094,2280,1612,2264,Total Amount :
2868,2174,3082,2174,3082,2279,2868,2279,30.70
2911,2311,3092,2332,3081,2436,2899,2416,0.00
1609,2327,2090,2343,2087,2441,1605,2425,Rounding Adj
1609,2467,2076,2483,2073,2581,1605,2565,Total Amount:
2875,2475,3082,2475,3082,2573,2875,2573,30.70
1610,2704,1932,2721,1927,2826,1605,2809,total:
2634,2713,3075,2713,3075,2832,2634,2832,RM 30.70
1607,2874,1862,2874,1862,2971,1607,2971,Type 2
2000,2874,2248,2874,2248,2978,2000,2978,Qty: 3
2717,2867,3048,2867,3048,2943,2717,2943,17/05/2018
1841,3077,2820,3069,2820,3167,1841,3174,. Xposmart WiFiPOS Since 1985
