222,384,638,384,638,427,222,427,MR..I.Y.MSDN BHD
280,437,561,437,561,473,280,473,Co-REG860671-D
113,486,728,488,728,527,113,524,L0T 1851-A &1851-B.JALAN KPB 6
126,533,711,537,711,580,126,575,KAWASAN PERINDUSTRIAN BALAKONG,
152,590,707,590,707,620,152,620,433O0 SERI KEMBANGAN.SELANGOR
190,641,649,641,649,677,190,677,GST ID No000306020352
265,688,602,688,602,730,265,730,(MUTIARA KOMPLEKS)
297,741,538,741,538,777,297,777,-TAX INVOICE-
58,841,374,841,374,877,58,877,TISSUE BOX ZXD-19
760,839,811,839,811,883,760,883,*S
58,890,231,890,231,928,58,928,JD22-64
55,941,299,938,299,976,56,979,6943612200243
465,943,640,943,640,979,465,979,1 X.12.50
666,943,768,943,768,981,666,981,12.50
56,991,376,991,376,1027,56,1027,FRUIT PLATE 9*VS
764,994,809,994,809,1034,764,1034,*S
53,1042,356,1042,356,1078,53,1078,LA31/2-41-6/48
56,1091,190,1091,190,1129,56,1129,8800796
463,1089,643,1089,643,1134,463,1134,2X4.50
685,1091,771,1091,771,1132,685,1132,9.00
54,1189,269,1193,268,1240,53,1235,Items:2
615,1191,809,1191,809,1236,615,1236,Qtys3
58,1293,395,1293,395,1329,58,1329,TOTAL INCL.GST@6%
653,1295,809,1295,809,1333,653,1333,RM 21.50
53,1342,139,1342,139,1382,53,1382,CASH
651,1342,807,1342,807,1380,651,1380,RM 51.50
51,1391,175,1391,175,1435,51,1435,CHANGE
653,1395,809,1395,809,1433,653,1433,RM 30.00
58,1495,521,1495,521,1531,58,1531,GST @6% included in total
613,1495,751,1495,751,1533,613,1533,RM1.22
58,1594,514,1594,514,1630,58,1630,22-05-16 1218 SHO1 ZJ19
557,1599,800,1599,800,1628,557,1628,T2 R000170536
58,1643,564,1643,564,1679,58,1679,OPERATOR MTRC- THARU VIJAY
171,1743,675,1743,675,1779,171,1779,EXCHANGE ARE ALLOWED WITHIN
241,1794,598,1794,598,1830,241,1830,3 DAY WITH RECEIPT
205,1841,651,1843,651,1881,205,1879,STRICTLY NO CASH REFUND
