1401,1740,2744,1702,2747,1804,1404,1843,UNIHAKKA INTERNATIONAL SDN BHD
1823,1813,2325,1805,2326,1885,1824,1893,16 Jun 2018 18:25
1919,1900,2244,1900,2244,1981,1919,1981,(867388-U)
1490,1981,2678,1950,2681,2053,1493,2084,12, Jalan Tampoi 7/4,Kawasan Perindustrian
1630,2069,2523,2038,2526,2133,1634,2164, Tampoi,81200 Johor Bahru, Johor
1809,2149,2274,2149,2274,2222,1809,2222,TAXINVOICE
1335,2230,2191,2206,2194,2301,1338,2325,Invoice # : OR18061602170510.
2658,2309,2827,2309,2827,2397,2658,2397,Total
1351,2343,1502,2364,1491,2444,1340,2423,iltem
1816,2346,1978,2346,1978,2426,1816,2426,Qty
1335,2442,2317,2418,2319,2514,1338,2537, SR I00100000035- 1 Meat + 3 Vege
2599,2492,2842,2492,2842,2594,2599,2594,RM6.69
1358,2543,1587,2543,1587,2624,1358,2624,RM6.69
1831,2558,1868,2558,1868,2594,1831,2594,1
1350,2654,2161,2630,2164,2732,1353,2756,SR I00100000015-Vegetable
2613,2719,2835,2719,2835,2799,2613,2799,RM1.03
1366,2763,1587,2763,1587,2843,1366,2843,RM1.03
2229,2880,2833,2864,2836,2945,2231,2961,Total Amount: RM7.72
2302,2953,2841,2937,2843,3018,2305,3034,GST @0%: RM0.00
2301,3042,2845,3009,2852,3111,2308,3145,Rounding: -RM0.02
2340,3121,2842,3113,2843,3193,2341,3202,Nett Total: RM7.70
2613,3230,2850,3230,2850,3311,2613,3311,Amount
1373,3267,1787,3267,1787,3347,1373,3347, Payment Mode
2628,3325,2850,3325,2850,3406,2628,3406,RM7.70
1356,3353,1582,3371,1575,3459,1349,3440,CASH
2621,3406,2850,3406,2850,3486,2621,3486,RM0.00
1381,3450,1609,3450,1609,3530,1381,3530,Change
2650,3610,2864,3610,2864,3691,2650,3691,Tax{RM}
2074,3625,2385,3625,2385,3705,2074,3705,Amount(RM}
1381,3647,1742,3647,1742,3727,1381,3727,GSTSummary
2724,3698,2864,3698,2864,3778,2724,3778,0.00
1373,3735,1735,3735,1735,3808,1373,3808,SR = GST @0%
2274,3727,2385,3727,2385,3786,2274,3786,7.72
1756,3852,2464,3829,2467,3909,1759,3933,GST REG #000656195584
1630,3933,2604,3902,2607,3997,1633,4028, BAR WANG RICE@PeRMAS JAYA
1764,4013,2479,3997,2481,4092,1766,4108,Thank You & Come Again!
1682,4108,2560,4085,2562,4158,1684,4181,Like and Follow Us on Facebook!
1742,4181,2509,4165,2511,4246,1743,4261,Facebook.com/BarWangRice
