1956,1213,2923,1206,2924,1308,1957,1316,AEON CO.. (M) BHD (126926-H)
1919,1308,2960,1301,2961,1403,1920,1411,3RD FLR, AEON TAMAN MALURI SC
1985,1411,2856,1395,2858,1498,1987,1513, JLN JEJAKA, TAMAN MALURI
1956,1506,2901,1498,2902,1600,1957,1608,CHERAS, 55100 KUALA LUMPUR
2060,1608,2827,1608,2827,1703,2060,1703,GST ID : : 002017394688
2207,1717,2717,1717,2717,1798,2207,1798,SHOPPING HOURS
1949,1805,2930,1798,2931,1900,1949,1908,SUN-THU:1000 HRS - 2200.HRS
1971,1907,2931,1907,2931,2010,1971,2010,FRI-SAT:1000 HRS - 2300 HRS
2827,2090,3078,2090,3078,2200,2827,2200,2.00SR
1757,2105,2296,2105,2296,2185,1757,2185,1x 000000517515
1837,2208,2405,2191,2408,2287,1840,2303, ASSORTED PREMIU
1749,2303,2294,2286,2297,2389,1752,2406,1x 000000810692
2827,2295,3078,2295,3078,2397,2827,2397,2.40SR
1844,2405,2368,2389,2371,2491,1848,2508,INDIVIDUAL SUS
2901,2580,3078,2580,3078,2689,2901,2689,4.40
1639,2602,1986,2602,1986,2704,1639,2704,Sub-total
1638,2697,2361,2681,2363,2784,1640,2800,Total Sales Incl GST
2909,2697,3071,2697,3071,2784,2909,2784,4.40
2894,2784,3078,2784,3078,2894,2894,2894,4.40
1646,2799,2503,2799,2503,2894,1646,2894,Total After Aclj Incl GST
2864,2869,3082,2890,3071,2999,2854,2979,50.50
1639,2894,1816,2894,1816,3004,1639,3004,CASH
1634,2981,2098,2998,2094,3100,1630,3083,Item Count 2
2864,2972,3082,2992,3072,3094,2854,3074,46.10
2266,2989,2643,2989,2643,3091,2266,3091,Change Amt
1787,3091,2901,3091,2901,3186,1787,3186,Invoice No: 2018041210030260073
1642,3178,2061,3195,2057,3297,1637,3280,GST Summary
2340,3186,2576,3186,2576,3289,2340,3289,Amount
2946,3194,3071,3194,3071,3289,2946,3289,Tax
2890,3264,3075,3285,3061,3402,2876,3380,0.25
1639,3281,1912,3281,1912,3391,1639,3391,SR @ 6%
2407,3281,2584,3281,2584,3398,2407,3398,4.15
2888,3366,3075,3388,3062,3497,2875,3475,0.25
2407,3376,2584,3376,2584,3486,2407,3486,4.15
1646,3391,1838,3391,1838,3479,1646,3479,Total
1661,3493,2215,3493,2215,3574,1661,3574,12/04/2018 18: 18
2510,3493,3056,3493,3056,3574,2510,3574,1009 026 0260073
1654,3596,2148,3596,2148,3676,1654,3676,0900724 AZIZAH
2060,3786,2813,3786,2813,3881,2060,3881,AEON TAMAN UNIVERSITI
1986,3873,2835,3873,2835,3968,1986,3968,TEL 1-300-80-AEON (2366)
1927,3983,2916,3983,2916,4078,1927,4078,THANK YOU FOR YOUR PATRONAGE
2083,4070,2710,4078,2708,4181,2081,4173,PLEASE COME AGAIN
