302,225,589,225,589,257,302,257,BECON STATIONER
125,259,775,257,775,297,126,299,Becon Enterprise Sdn Bhd 82256-V
242,299,663,299,663,330,242,330,Damansara Utama Outlet
182,333,726,335,726,373,181,371,No.41G.J1n SS21/60.0amansara
217,368,701,371,701,409,217,406,Utama,47400 PJ.Selangor.
282,409,627,409,627,440,282,440,Tel603 7732 0925
264,446,630,446,630,478,264,478,GST No.000670859264
49,513,439,513,439,551,49,551,Tax Invoice:0017756
52,556,186,556,186,587,52,587,Cashier
260,554,661,551,661,585,260,587,Nori da Mord Rashdi
47,587,137,587,137,627,47,627,Date
262,589,764,589,764,627,262,627,13-09-2017Time:1648
47,625,170,625,170,663,47,663,Pos No
264,627,358,627,358,661,264,661,181
529,625,708,625,708,663,529,663,Shift:i
47,661,282,661,282,699,47,699,MEMBER PRICE
47,693,138,700,135,742,44,736,Name
257,699,492,694,493,732,258,737,: SIA BAN YI
44,732,153,737,151,777,42,772,Point
262,737,363,737,363,770,262,770,496
47,806,285,806,285,844,47,844,Product Name
45,844,134,844,134,884,45,884,Code
278,844,511,844,511,882,278,882,Qty @ U/(RM)
565,839,632,839,632,884,565,884,GST
683,842,856,842,856,882,683,882,Total(RM)
52,920,565,920,565,951,52,951,PaymentVoucherUEw 6"x7
560,915,762,915,762,953,560,953,5's/pack)
52,955,251,955,251,987,52,987,#1011801-5
296,951,477,951,477,989,296,989,187.30
567,951,612,951,612,991,567,991,SR
737,953,860,951,861,991,738,994,131.40
47,989,553,987,553,1025,47,1027,CG-R MAXELLMX-COR100's
54,1029,206,1029,206,1060,54,1060,#1120221
316,1025,500,1025,500,1063,316,1063,192.80
567,1027,614,1027,614,1063,567,1063,SR
757,1022,863,1022,863,1063,757,1063,92.80
52,1065,858,1065,858,1096,52,1096,CD SLEEVE REFTLL. DAIBA0 DB1O3 (VR100)/KAYE
52,1101,208,1101,208,1132,52,1132,#1120472
316,1101,475,1101,475,1132,316,1132,1@8.50
567,1098,614,1098,614,1138,567,1138,SR
775,1101,860,1101,860,1134,775,1134,8.50
52,1136,419,1136,419,1167,52,1167,PUNCHER MAX DP-F2BN
49,1174,267,1174,267,1205,49,1205,#1240302-02
316,1174,493,1174,493,1205,316,1205,1  14.85
567,1167,614,1167,614,1210,567,1210,SR
757,1170,863,1170,863,1210,757,1210,14.85
49,1243,224,1243,224,1281,49,1281,Sub Total
737,1239,860,1239,860,1279,737,1279,247.55
47,1279,152,1279,152,1319,47,1319,GST)
757,1279,860,1279,860,1319,757,1319,14.01
43,1314,211,1320,210,1360,42,1355,Rounding
773,1317,863,1317,863,1357,773,1357,0.00
49,1386,379,1386,379,1424,49,1424,Total Include GST
739,1386,860,1386,860,1426,739,1426,247.55
45,1424,137,1424,137,1464,45,1464,Cash
742,1424,863,1424,863,1462,742,1462,300.00
46,1459,171,1465,169,1503,44,1497,Change
755,1460,863,1460,863,1500,755,1500,52.45
52,1534,511,1534,511,1572,52,1572,Customer Saving from RRP
757,1529,863,1529,863,1572,757,1572,27.30
52,1607,513,1607,513,1639,52,1639,Price Inclusive of GsT6%
46,1636,265,1643,263,1684,44,1676,GST Summary
392,1641,587,1638,587,1679,392,1681,Amount(RM)
721,1641,856,1641,856,1681,721,1681,Tax(RM)
54,1681,206,1681,206,1712,54,1712,SR@6.00%
470,1679,594,1679,594,1717,470,1717,233.54
757,1681,858,1681,858,1714,757,1714,14.01
148,1750,753,1750,753,1788,148,1788,Thank You for shopping at BEcoN
52,1788,840,1788,840,1826,52,1826,Goods sold are not exchangable refundable
