90,123,511,126,511,152,90,149,ENW Hardwa e Centre(M) Sdn.Bhd
178,158,399,159,399,185,178,183,Co.Reg No.:795225-A
159,181,444,185,444,214,158,211,GST Reg.No.: 000155453440
154,213,438,214,438,240,154,238,No:G3,BIk G,Jin PJU 1A/3
181,238,419,240,419,265,181,263,Ara Damansara,47301
112,262,480,265,480,295,112,291,Petaling Jaya, Selangor Darul Ehsan
108,320,461,320,461,341,108,341,TEL03-78326929012-6599829
66,353,179,353,179,373,66,373,09/04/2018
250,354,389,354,389,379,250,379,Tax Invoice
356,382,547,382,547,408,356,408,No.CS00232967
64,416,332,420,332,445,64,442,Cash Sale (Ara D'sara)
67,464,274,464,274,485,67,485,Tel03-78326929
66,494,275,494,275,515,66,515,H/P:012-659 9829
60,517,114,521,112,549,58,545,Item
242,522,287,522,287,550,242,550,Qty
307,522,386,522,386,547,307,547,U.Price
498,527,510,527,510,541,498,541,F
60,555,144,555,144,580,60,580,001781
247,558,292,558,292,582,247,582,00
324,556,387,556,387,583,324,583,16.00
477,558,567,558,567,583,477,583,16.00SR
62,586,250,589,249,616,61,613,Big Cotton Mop 500g
63,635,144,635,144,662,63,662,002115
242,632,294,636,291,664,240,660,1.00
338,638,387,638,387,663,338,663,1.00
490,640,567,640,567,663,490,663,1.00SR
63,669,136,669,136,692,63,692,Cement.
61,715,144,715,144,741,61,741,WS150
242,712,294,716,291,744,240,740,1.00
324,714,388,717,386,744,322,740,25.00
472,717,567,717,567,742,472,742,25.00 SR
61,745,393,745,393,775,61,775,320mi. WoodSheer' Mahagany - 150
64,793,145,793,145,818,64,818,102193
241,791,293,791,293,820,241,820,1.00
335,793,387,793,387,820,335,820,9.00
486,793,566,791,567,818,486,820,9.00SR
63,824,170,824,170,849,63,849,Broom-908
79,891,377,893,377,918,79,916,Total Amt incl.GST @6%
475,892,537,892,537,915,475,915,51.00
160,921,372,921,372,946,160,946,Rounding Adjusment
484,921,538,921,538,948,484,948,0.00
166,953,377,953,377,979,166,979,Total Amt Payable :
474,952,538,952,538,979,474,979,51.00
196,982,375,982,375,1007,196,1007,Total Qty Tender:
519,983,538,983,538,1007,519,1007,4
68,1025,220,1028,219,1055,67,1051,GST Summary
251,1029,386,1029,386,1055,251,1055,Amount(RM)
423,1028,544,1028,544,1055,423,1055,GST(RM)
69,1058,176,1058,176,1083,69,1083,SR=6%
324,1059,387,1059,387,1086,324,1086,48.10
481,1058,535,1058,535,1084,481,1084,2.90
196,1105,335,1105,335,1130,196,1130,POINT:000
67,1145,404,1147,404,1172,67,1171,*Goous sold are not returnable
156,1187,446,1189,445,1214,155,1212,Thank you for shopping at
96,1218,502,1218,502,1244,96,1244,ENW Hardware Centre (M) Sdn.Bhd
