86,327,690,329,689,363,86,361,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD
298,369,466,369,466,398,298,398,1120908-M
92,407,689,407,689,436,92,436,NO.1,TAMAN SRI DENGKIL, JALAN AIR HITAM
205,444,563,444,563,473,205,473,43800 DENGKILSELANGOR
180,480,600,480,600,514,180,514,GSTReg.No000670224384
205,516,538,517,538,553,204,551,TaxInvoice
90,557,328,557,328,591,90,591,Tab1e37
118,597,374,597,374,626,118,626,Bi11#V001-540338
450,599,660,599,660,628,450,628,0rder#:140447
86,631,163,635,161,666,84,662,Date
150,637,511,637,511,666,150,666,13-06-201822:5319
85,669,392,671,391,705,85,703,Cashier:113 CASHIER
522,672,638,672,638,708,522,708,Pax(s):
670,676,693,676,693,705,670,705,0
85,747,139,747,139,783,85,783,Qty
178,751,346,751,346,781,178,781,Description
552,749,695,749,695,785,552,785,Total TAX
123,820,164,820,164,860,123,860,T
473,824,649,824,649,860,473,860,D15.00 SR
85,861,571,865,571,899,85,895,Rice w Seafood /Meat Item Single
476,902,506,902,506,933,476,933,D
531,900,647,900,647,936,531,936,5.00 SR
84,934,214,940,212,978,82,971,Beverage
127,974,157,974,157,1006,127,1006,1
473,974,654,974,654,1009,473,1009,D 15.00 SR
88,1013,361,1013,361,1047,88,1047,Noodie Item Single
88,1088,420,1088,420,1122,88,1122,Total (Excluding GST:
610,1088,697,1088,697,1125,610,1125,35.00
86,1125,462,1125,462,1159,86,1159,Total Inclusive of GST
610,1123,697,1127,695,1165,608,1160,35.00
90,1166,261,1166,261,1197,90,1197,TOTAL:
538,1164,691,1164,691,1200,538,1200,35.00
85,1237,227,1237,227,1268,85,1268,Closed:1
376,1237,528,1241,527,1272,375,1268,13-06-2018
568,1241,691,1241,691,1271,568,1271,23:12:13
86,1273,379,1273,379,1307,86,1307,Server113 CASHIER
85,1311,183,1311,183,1346,85,1346,CASH
612,1311,697,1311,697,1348,612,1348,35.00
83,1382,259,1386,259,1422,83,1418,GST Summary
388,1385,541,1385,541,1421,388,1421,Amount(RM)
584,1384,689,1384,689,1421,584,1421,Tax(RM)
85,1420,129,1420,129,1457,85,1457,SR
235,1421,332,1421,332,1459,235,1459,@0%
462,1425,541,1425,541,1455,462,1455,35.00
622,1421,695,1421,695,1459,622,1459,0.00
239,1530,527,1535,527,1571,238,1566,**** Thank You ****
267,1571,529,1575,529,1609,266,1605,Please Come Again
