59,4,129,4,129,19,59,19,nature
188,1,283,1,283,15,188,15,lot reau
199,18,418,15,418,38,200,41,ACCOUNTS COPY
33,153,588,149,589,172,33,176,GARDENIABAKERIES(KLSDNBHD(139386X)
173,175,444,175,444,198,173,198,Lot3,Jalan Pelabur23/1,
162,201,454,201,454,220,162,220,40300ShahAlam,/Selangor
124,223,500,223,500,242,124,242,Tel:03-55423228Fax:03-55423213
190,243,432,242,432,265,190,267,GST ID000381399040
140,288,481,287,481,320,140,321,TAX INVOICE / ADJUSTMENT NOTE
249,348,507,348,507,377,249,377,Cash Inv No.: 7821F714
28,384,111,384,111,407,28,407,VE0514
323,387,510,387,510,406,323,406,Date21/08/2017
26,415,371,415,371,448,26,448,MAKASSAR FRESH MARKET SDN BHD
28,458,226,458,226,476,28,476,GROUNDFLOOR
234,453,312,457,312,477,233,474,4&6
29,480,205,480,205,499,29,499,JALAN SS 15/4B,
28,503,348,503,348,522,28,522,475OOSUBANGJAYA,SELANGOR
26,522,267,521,267,544,26,545,VE05:Ridzuan(11900)
253,543,417,543,417,570,253,570,DD:21/08/2017
434,544,492,544,492,570,434,570,11:45
22,574,157,577,156,600,22,597,Description
235,575,282,575,282,596,235,596,U.P
274,574,323,574,323,599,274,599,Iss
329,571,372,575,369,602,327,598,EXC
388,574,412,574,412,597,388,597,D
406,574,470,574,470,599,406,599,Sale
479,572,570,576,569,602,478,598,AmtRM
23,615,142,615,142,634,23,634,O.C.WHITE
223,612,275,612,275,637,223,637,2.13
305,612,323,612,323,637,305,637,5
352,611,370,611,370,637,352,637,2
388,614,407,614,407,636,388,636,0
447,612,465,612,465,638,447,638,3
517,612,572,612,572,637,517,637,6.39
22,637,132,637,132,660,22,660,WHOLEMEAL
221,636,276,636,276,660,221,660,2.73
305,636,323,636,323,660,305,660,5
385,637,408,637,408,661,385,661,0
444,636,466,636,466,663,444,663,5
509,638,569,638,569,659,509,659,13.90
23,661,133,661,133,681,23,681,O.CJUMBO
221,659,276,659,276,685,221,685,2.97
305,660,324,660,324,683,305,683,5
352,660,371,660,371,683,352,683,0
386,661,406,661,406,683,386,683,0
444,659,466,659,466,687,444,687,5
507,660,569,660,569,685,507,685,14.85
190,693,404,693,404,731,190,731,Total 0% supplies:
443,690,514,690,514,733,443,733,35.14
23,741,275,741,275,764,23,764,DELICIA-B/SCOTCH 3.72
305,741,323,741,323,764,305,764,2
352,742,371,742,371,764,352,764,0
386,742,406,742,406,764,386,764,0
443,738,466,738,466,767,443,767,2
517,739,572,739,572,765,517,765,7.44
23,764,133,764,133,787,23,787,CR-CHOCLT
221,764,278,764,278,789,221,789,0.72
293,764,323,764,323,787,293,787,20
352,764,371,764,371,787,352,787,0
388,765,407,765,407,787,388,787,0
436,765,466,765,466,789,436,789,20
509,767,569,767,569,787,509,787,14.40
25,790,157,790,157,809,25,809,CR-B'SCOTCH
223,790,278,790,278,810,223,810,0.72
292,785,324,789,321,813,289,808,20
351,789,370,789,370,812,351,812,0
388,790,407,790,407,812,388,812,0
436,789,465,789,465,813,436,813,20
507,789,571,789,571,813,507,813,14.40
47,823,400,823,400,864,47,864,Total 6% supplies (excl.GST:
444,821,516,821,516,862,444,862,36.24
351,868,404,868,404,906,351,906,GST:
455,868,514,868,514,906,455,906,2.17
59,917,400,920,400,958,59,955,Total 6% supplies (Inc. GST):
444,917,516,917,516,958,444,958,38.41
188,966,399,966,399,1004,188,1004,Total 0% supplies:
444,965,516,965,516,1006,444,1006,35.14
232,1016,402,1012,403,1055,233,1058,Total Payable:
446,1017,514,1017,514,1056,446,1056,73.55
25,1075,123,1079,122,1102,24,1099,E.&.0.E.
25,1100,557,1104,557,1128,25,1123,Received above goods in good order condition.
26,1125,491,1128,491,1151,26,1148,The recipient of Gardenia'sproducts is
25,1148,560,1152,560,1175,25,1171,required to make necessary adjustments to its
28,1173,469,1175,469,1199,27,1196,input tax claims, on the basic of the
26,1194,488,1199,488,1222,26,1218,adjustments shown in this Tax Invoice /
25,1218,208,1219,208,1242,25,1241,Adjustment Note
191,1245,428,1246,428,1270,191,1268,CUSTOMER'S COPY
